,claim_id,time_to_close,claim_amount,amount_paid,location,individuals_on_claim,linked_cases,cause,count_claim_id,group
75,76,276,56768.49,43592.36,RECIFE,12,False,unknown,1,275 - 300
76,77,293,30218.51,24018.52,NATAL,10,False,meat,1,275 - 300
77,78,226,31825.22,27861.15,SAO LUIS,11,False,meat,1,225 - 250
78,79,185,36450.49,28474.57,NATAL,8,False,unknown,1,175 - 200
79,80,187,47152.41,45277.59,RECIFE,13,True,unknown,1,175 - 200
80,81,153,23643.75,17953.93,RECIFE,7,False,meat,1,150 - 175
81,82,185,32758.59,24760.8,SAO LUIS,7,True,unknown,1,175 - 200
82,83,180,25538.87,22569.33,RECIFE,9,False,meat,1,175 - 200
83,84,132,3232.14,2292.95,SAO LUIS,2,False,vegetable,1,125 - 150
84,85,157,20304.65,19375.64,NATAL,8,False,meat,1,150 - 175
85,86,187,69055.2,47856.59,RECIFE,14,True,unknown,1,175 - 200
86,87,181,26795.81,23927.72,NATAL,10,False,meat,1,175 - 200
87,88,144,9001.69,6141.51,RECIFE,2,False,meat,1,125 - 150
88,89,149,24763.94,23150.88,RECIFE,9,False,meat,1,125 - 150
89,90,181,25085.36,24118.04,RECIFE,7,True,unknown,1,175 - 200
90,91,187,19109.42,17462.49,FORTALEZA,5,False,unknown,1,175 - 200
91,92,200,19855.85,18919.29,SAO LUIS,8,False,meat,1,200 - 225
92,93,172,11906.84,8028.04,RECIFE,5,True,vegetable,1,150 - 175
93,94,199,30530.98,25218.88,FORTALEZA,10,False,meat,1,175 - 200
94,95,142,19141.61,17378.45,RECIFE,7,False,meat,1,125 - 150
95,96,156,18579.63,18072.4,SAO LUIS,7,False,meat,1,150 - 175
96,97,138,9598.14,7851.31,RECIFE,2,False,unknown,1,125 - 150
97,98,165,12061.01,10679.06,RECIFE,7,False,vegetable,1,150 - 175
98,99,208,32233.78,27436.0,SAO LUIS,8,False,unknown,1,200 - 225
99,100,273,31881.24,26710.0,RECIFE,11,False,meat,1,250 - 275
100,101,148,12484.6,10121.16,FORTALEZA,4,False,meat,1,125 - 150
101,102,120,5933.88,5619.19,RECIFE,2,False,unknown,1,100 - 125
102,103,178,27699.95,25286.08,RECIFE,7,False,unknown,1,175 - 200
103,104,247,50428.11,34744.43,RECIFE,14,False,meat,1,225 - 250
104,105,280,34950.96,27954.71,SAO LUIS,11,False,meat,1,275 - 300
105,106,238,40329.45,28449.26,SAO LUIS,11,False,meat,1,225 - 250
106,107,192,42945.8,35874.42,RECIFE,10,False,unknown,1,175 - 200
107,108,134,30234.92,26429.66,SAO LUIS,8,False,unknown,1,125 - 150
108,109,148,37307.93,31027.26,NATAL,12,False,meat,1,125 - 150
109,110,195,54215.84,41042.83,FORTALEZA,12,True,unknown,1,175 - 200
110,111,176,10503.28,10364.14,RECIFE,7,True,vegetable,1,175 - 200
111,112,184,18081.04,16183.81,RECIFE,5,False,unknown,1,175 - 200
112,113,359,50309.9,20105.699999999997,FORTALEZA,13,False,unknown,1,350 - 375
113,114,186,20048.81,17144.27,RECIFE,7,False,meat,1,175 - 200
114,115,160,2251.51,2219.79,RECIFE,1,True,vegetable,1,150 - 175
115,116,188,36546.28,30010.51,FORTALEZA,12,True,meat,1,175 - 200
116,117,355,58629.1,43653.41,SAO LUIS,12,False,unknown,1,350 - 375
117,118,148,41644.17,31092.65,FORTALEZA,12,False,meat,1,125 - 150
118,119,172,22762.93,22309.06,RECIFE,15,True,vegetable,1,150 - 175
119,120,297,40548.36,34869.54,RECIFE,14,False,meat,1,275 - 300
120,121,245,43245.25,34362.34,RECIFE,14,False,meat,1,225 - 250
121,122,126,16163.79,12768.33,FORTALEZA,5,False,meat,1,125 - 150
122,123,179,27920.03,26554.13,SAO LUIS,11,True,meat,1,175 - 200
123,124,188,45922.16,45895.84,SAO LUIS,13,True,unknown,1,175 - 200
124,125,226,26261.41,19867.2,RECIFE,13,False,vegetable,1,225 - 250
125,126,157,11667.58,8055.74,FORTALEZA,2,False,unknown,1,150 - 175
126,127,175,14773.84,12590.41,RECIFE,4,True,unknown,1,175 - 200
127,128,185,21319.18,17188.55,FORTALEZA,11,False,vegetable,1,175 - 200
128,129,127,19563.12,17801.84,RECIFE,7,False,meat,1,125 - 150
129,130,108,5122.45,3864.18,RECIFE,2,False,meat,1,100 - 125
130,131,218,21417.21,17553.64,SAO LUIS,12,False,vegetable,1,200 - 225
131,132,229,49996.77,33844.26,SAO LUIS,10,False,unknown,1,225 - 250
132,133,167,25832.5,25051.57,RECIFE,10,False,meat,1,150 - 175
133,134,248,62374.58,45571.01,RECIFE,13,False,unknown,1,225 - 250
134,135,238,39373.74,35577.66,SAO LUIS,14,False,meat,1,225 - 250
135,136,179,26052.69,18925.55,NATAL,13,True,vegetable,1,175 - 200
136,137,167,5272.65,4017.67,RECIFE,1,True,unknown,1,150 - 175
137,138,144,27394.44,22478.67,RECIFE,15,False,vegetable,1,125 - 150
138,139,118,21315.28,14673.73,RECIFE,10,False,vegetable,1,100 - 125
139,140,102,8099.37,5889.6,RECIFE,2,False,unknown,1,100 - 125
140,141,143,43598.52,42845.72,RECIFE,12,False,unknown,1,125 - 150
141,142,172,31238.96,26644.35,RECIFE,11,True,meat,1,150 - 175
142,143,175,8456.7,6520.26,SAO LUIS,2,True,unknown,1,175 - 200
143,144,133,4845.03,4073.49,RECIFE,2,False,meat,1,125 - 150
144,145,186,31809.16,27679.64,NATAL,11,True,meat,1,175 - 200
145,146,178,30765.72,28749.82,RECIFE,11,False,meat,1,175 - 200
146,147,227,29914.28,22044.84,RECIFE,9,False,meat,1,225 - 250
147,148,168,23185.21,18800.69,SAO LUIS,5,False,unknown,1,150 - 175
148,149,182,28824.94,23075.37,SAO LUIS,7,True,unknown,1,175 - 200
149,150,214,64683.94,45939.02,SAO LUIS,13,False,unknown,1,200 - 225
150,151,175,23810.3,17880.28,FORTALEZA,5,False,unknown,1,175 - 200
151,152,176,22493.91,15524.57,NATAL,6,True,meat,1,175 - 200
152,153,165,23180.57,22194.52,RECIFE,15,False,vegetable,1,150 - 175
153,154,149,19395.99,13770.93,RECIFE,9,False,vegetable,1,125 - 150
154,155,190,48196.5,33724.88,NATAL,10,True,unknown,1,175 - 200
155,156,358,59348.2,51723.15,RECIFE,15,False,unknown,1,350 - 375
156,157,163,26015.44,17752.54,RECIFE,7,False,meat,1,150 - 175
157,158,234,43356.97,37276.63,RECIFE,11,False,unknown,1,225 - 250
158,159,115,6555.69,5642.1,RECIFE,2,False,unknown,1,100 - 125
159,160,173,14087.29,13114.61,FORTALEZA,5,True,meat,1,150 - 175
160,161,139,17181.07,12401.46,NATAL,5,False,meat,1,125 - 150
161,162,171,8802.57,7357.93,RECIFE,3,False,meat,1,150 - 175
162,163,159,33754.13,31442.92,RECIFE,13,False,meat,1,150 - 175
163,164,204,39443.75,27374.16,NATAL,11,False,meat,1,200 - 225
164,165,173,23937.53,21956.84,SAO LUIS,15,True,vegetable,1,150 - 175
165,166,210,53075.85,40377.92,RECIFE,12,False,unknown,1,200 - 225
166,167,180,25599.38,25590.93,FORTALEZA,10,False,meat,1,175 - 200
167,168,144,11454.23,8817.63,RECIFE,3,False,unknown,1,125 - 150
168,169,158,19609.24,14325.43,NATAL,10,False,vegetable,1,150 - 175
169,170,139,7148.97,6593.3,RECIFE,3,False,meat,1,125 - 150
170,171,192,24799.21,20558.99,RECIFE,8,False,meat,1,175 - 200
171,172,240,42458.51,29360.39,FORTALEZA,8,False,unknown,1,225 - 250
172,173,145,5388.66,4661.99,FORTALEZA,2,False,meat,1,125 - 150
173,174,322,36079.44,20105.699999999997,NATAL,12,False,meat,1,300 - 325
174,175,195,27701.93,21740.82,FORTALEZA,9,False,meat,1,175 - 200
175,176,161,19842.58,17992.74,FORTALEZA,7,False,meat,1,150 - 175
176,177,186,32863.61,25068.08,SAO LUIS,7,False,unknown,1,175 - 200
177,178,177,29002.76,23831.19,FORTALEZA,7,True,unknown,1,175 - 200
178,179,183,28196.45,20105.699999999997,SAO LUIS,7,True,unknown,1,175 - 200
179,180,175,28430.24,21710.85,RECIFE,9,False,meat,1,175 - 200
180,181,158,14435.43,10931.44,RECIFE,4,False,meat,1,150 - 175
181,182,167,15367.53,10923.58,RECIFE,7,True,vegetable,1,150 - 175
182,183,180,34376.49,24227.15,RECIFE,10,True,meat,1,175 - 200
183,184,228,50516.14,34000.37,RECIFE,14,False,meat,1,225 - 250
184,185,155,25217.53,21816.49,RECIFE,9,False,meat,1,150 - 175
185,186,182,55506.68,37680.95,NATAL,11,True,unknown,1,175 - 200
186,187,124,18180.94,12644.97,SAO LUIS,5,False,meat,1,100 - 125
187,188,237,49877.45,34785.42,FORTALEZA,14,False,meat,1,225 - 250
188,189,166,7579.55,7428.36,RECIFE,3,True,meat,1,150 - 175
189,190,118,14443.34,9777.64,RECIFE,7,False,vegetable,1,100 - 125
190,191,227,39389.83,26588.99,RECIFE,11,False,meat,1,225 - 250
191,192,162,21969.47,18637.93,SAO LUIS,7,False,meat,1,150 - 175
192,193,119,4166.72,3713.34,NATAL,1,False,unknown,1,100 - 125
193,194,207,19109.9,16913.78,SAO LUIS,5,False,unknown,1,200 - 225
194,195,256,21493.46,18132.85,RECIFE,7,False,meat,1,250 - 275
195,196,109,8944.47,8299.1,RECIFE,3,False,meat,1,100 - 125
196,197,174,8922.96,8039.87,SAO LUIS,5,True,vegetable,1,150 - 175
197,198,194,15700.36,13837.94,SAO LUIS,4,False,unknown,1,175 - 200
198,199,171,4552.15,3097.37,SAO LUIS,2,True,vegetable,1,150 - 175
199,200,134,13877.25,11672.13,RECIFE,5,False,meat,1,125 - 150
200,201,175,12122.96,9034.93,NATAL,3,True,unknown,1,175 - 200
201,202,131,16024.95,13172.48,RECIFE,5,False,meat,1,125 - 150
202,203,212,45410.46,36386.24,RECIFE,15,False,meat,1,200 - 225
203,204,246,30078.45,20358.3,SAO LUIS,8,False,meat,1,225 - 250
204,205,165,29185.24,19598.09,RECIFE,6,False,unknown,1,150 - 175
205,206,169,16342.82,16255.06,SAO LUIS,11,True,vegetable,1,150 - 175
206,207,230,38209.72,20105.699999999997,FORTALEZA,10,False,unknown,1,225 - 250
207,208,210,28843.67,19976.87,NATAL,8,False,meat,1,200 - 225
208,209,163,15910.19,10780.79,RECIFE,4,False,meat,1,150 - 175
209,210,217,39803.13,30271.16,RECIFE,12,False,meat,1,200 - 225
210,211,169,32409.74,23071.88,RECIFE,9,False,meat,1,150 - 175
211,212,168,5939.94,4420.0,FORTALEZA,3,True,vegetable,1,150 - 175
212,213,182,20564.37,14715.41,NATAL,6,False,meat,1,175 - 200
213,214,262,30199.27,25593.86,RECIFE,7,False,unknown,1,250 - 275
214,215,292,68372.47,51458.57,RECIFE,15,False,unknown,1,275 - 300
215,216,345,70280.33,51765.31,NATAL,15,False,unknown,1,325 - 350
216,217,179,37996.13,28510.11,RECIFE,8,True,unknown,1,175 - 200
217,218,219,16755.93,14123.83,RECIFE,4,False,unknown,1,200 - 225
218,219,177,20206.14,15051.93,RECIFE,10,True,vegetable,1,175 - 200
219,220,174,14321.78,10948.01,NATAL,4,True,meat,1,150 - 175
220,221,180,38293.49,35311.41,RECIFE,14,True,meat,1,175 - 200
221,222,225,43751.12,32755.11,SAO LUIS,9,False,unknown,1,225 - 250
222,223,229,38783.95,28128.29,NATAL,8,False,unknown,1,225 - 250
223,224,181,34198.11,26700.32,RECIFE,8,True,unknown,1,175 - 200
224,225,207,46302.53,34043.25,RECIFE,10,True,unknown,1,200 - 225
225,226,190,32861.12,24943.65,RECIFE,7,True,unknown,1,175 - 200
226,227,171,10323.84,7886.84,RECIFE,5,True,vegetable,1,150 - 175
227,228,164,7997.15,6138.29,RECIFE,2,False,meat,1,150 - 175
228,229,177,27092.86,19489.91,NATAL,13,True,vegetable,1,175 - 200
229,230,152,12266.99,10038.94,FORTALEZA,4,False,meat,1,150 - 175
230,231,130,12995.85,8732.37,NATAL,3,False,meat,1,125 - 150
231,232,180,45708.79,31451.56,RECIFE,13,True,meat,1,175 - 200
232,233,203,23871.11,20392.43,RECIFE,14,False,vegetable,1,200 - 225
233,234,170,7093.27,4843.22,NATAL,2,True,meat,1,150 - 175
234,235,146,34484.35,23502.71,RECIFE,9,False,meat,1,125 - 150
235,236,184,44967.11,42071.11,NATAL,12,True,unknown,1,175 - 200
236,237,213,30028.79,25146.46,FORTALEZA,10,False,meat,1,200 - 225
237,238,137,5803.14,4380.1,RECIFE,2,False,meat,1,125 - 150
238,239,203,25329.25,20176.44,RECIFE,8,False,meat,1,200 - 225
239,240,197,59009.46,50898.53,SAO LUIS,15,True,unknown,1,175 - 200
240,241,261,39757.38,30627.14,NATAL,12,False,meat,1,250 - 275
241,242,138,16463.71,11285.84,RECIFE,5,False,meat,1,125 - 150
242,243,224,38597.95,37448.56,RECIFE,15,False,meat,1,200 - 225
243,244,143,19683.35,17584.83,NATAL,7,False,meat,1,125 - 150
244,245,206,43732.89,33402.41,RECIFE,13,False,meat,1,200 - 225
245,246,182,31767.73,27523.1,SAO LUIS,11,False,meat,1,175 - 200
246,247,159,22185.02,21497.17,RECIFE,9,False,meat,1,150 - 175
247,248,171,12534.72,10854.9,SAO LUIS,4,True,meat,1,150 - 175
248,249,193,21638.91,15486.7,SAO LUIS,10,False,vegetable,1,175 - 200
249,250,141,14885.49,11344.37,RECIFE,5,False,meat,1,125 - 150
250,251,137,7815.3,7004.43,RECIFE,5,False,vegetable,1,125 - 150
251,252,159,20161.84,19021.8,SAO LUIS,8,False,meat,1,150 - 175
252,253,179,11621.49,8529.47,SAO LUIS,6,True,vegetable,1,175 - 200
253,254,267,25158.26,20472.23,SAO LUIS,8,False,meat,1,250 - 275
254,255,149,14593.17,10254.81,FORTALEZA,3,False,unknown,1,125 - 150
255,256,164,17676.86,12202.68,RECIFE,3,False,unknown,1,150 - 175
256,257,325,34705.08,28400.63,FORTALEZA,11,False,meat,1,325 - 350
257,258,235,49784.95,34365.44,SAO LUIS,14,False,meat,1,225 - 250
258,259,220,38476.94,33941.89,SAO LUIS,10,False,unknown,1,200 - 225
259,260,146,9381.06,8431.38,RECIFE,3,False,meat,1,125 - 150
260,261,184,19209.45,18128.19,SAO LUIS,12,False,vegetable,1,175 - 200
261,262,171,32135.14,27843.99,RECIFE,8,False,unknown,1,150 - 175
262,263,293,55156.43,48861.19,RECIFE,14,False,unknown,1,275 - 300
263,264,193,30726.17,24351.11,SAO LUIS,7,False,unknown,1,175 - 200
264,265,182,40343.58,34289.21,FORTALEZA,14,False,meat,1,175 - 200
265,266,140,14148.41,11221.81,RECIFE,4,False,meat,1,125 - 150
266,267,181,17289.1,12169.18,RECIFE,8,True,vegetable,1,175 - 200
267,268,188,24147.88,17745.28,RECIFE,7,False,meat,1,175 - 200
268,269,178,15002.63,11935.05,RECIFE,3,True,unknown,1,175 - 200
269,270,244,33841.53,30086.47,SAO LUIS,12,False,meat,1,225 - 250
270,271,169,3033.36,2637.94,RECIFE,2,True,vegetable,1,150 - 175
271,272,131,9310.09,7280.21,RECIFE,3,False,meat,1,125 - 150
272,273,273,45656.54,31291.38,RECIFE,13,False,meat,1,250 - 275
273,274,171,8734.76,8147.47,RECIFE,2,True,unknown,1,150 - 175
274,275,171,4066.72,4010.65,SAO LUIS,3,True,vegetable,1,150 - 175
275,276,318,49919.72,36350.21,SAO LUIS,15,False,meat,1,300 - 325
276,277,173,16751.49,12573.11,RECIFE,4,True,unknown,1,150 - 175
277,278,135,25379.65,18578.5,FORTALEZA,7,False,meat,1,125 - 150
278,279,132,20286.45,14246.79,RECIFE,4,False,unknown,1,125 - 150
279,280,228,46582.09,31201.56,RECIFE,9,False,unknown,1,225 - 250
280,281,166,16214.45,16040.14,FORTALEZA,11,True,vegetable,1,150 - 175
281,282,196,32379.22,23673.74,SAO LUIS,9,False,meat,1,175 - 200
282,283,277,32041.49,30510.69,SAO LUIS,12,False,meat,1,275 - 300
283,284,254,40297.39,29727.12,RECIFE,8,False,unknown,1,250 - 275
284,285,219,48902.7,34787.56,RECIFE,10,False,unknown,1,200 - 225
285,286,168,4441.15,4374.81,SAO LUIS,1,True,unknown,1,150 - 175
286,287,84,2113.92,2002.67,RECIFE,1,False,vegetable,1,
287,288,191,23879.71,23080.55,RECIFE,9,False,meat,1,175 - 200
288,289,212,47753.83,42348.68,FORTALEZA,12,False,unknown,1,200 - 225
289,290,219,34513.08,25671.63,SAO LUIS,10,False,meat,1,200 - 225
290,291,104,4954.71,3364.8,FORTALEZA,2,False,vegetable,1,100 - 125
291,292,192,41166.66,38660.06,RECIFE,11,True,unknown,1,175 - 200
292,293,185,71839.85,49879.03,NATAL,14,True,unknown,1,175 - 200
293,294,176,25601.63,22813.0,NATAL,7,True,unknown,1,175 - 200
294,295,187,52664.2,50821.91,RECIFE,15,False,unknown,1,175 - 200
295,296,121,13908.28,12237.07,RECIFE,3,False,unknown,1,100 - 125
296,297,259,60401.35,42228.8,NATAL,12,False,unknown,1,250 - 275
297,298,197,25693.14,17551.82,FORTALEZA,7,False,meat,1,175 - 200
298,299,184,48905.64,42685.1,FORTALEZA,12,True,unknown,1,175 - 200
299,300,178,28364.25,25018.21,SAO LUIS,7,True,unknown,1,175 - 200
300,301,146,13532.31,10118.41,FORTALEZA,4,False,meat,1,125 - 150
301,302,171,37167.47,26132.87,RECIFE,10,False,meat,1,150 - 175
302,303,159,18349.98,14390.61,FORTALEZA,4,False,unknown,1,150 - 175
303,304,190,65520.71,47031.55,SAO LUIS,13,True,unknown,1,175 - 200
304,305,182,37954.05,37489.78,RECIFE,15,True,meat,1,175 - 200
305,306,202,9600.33,9215.55,NATAL,4,False,meat,1,200 - 225
306,307,168,12721.45,8922.39,FORTALEZA,6,True,vegetable,1,150 - 175
307,308,245,34163.03,26474.03,RECIFE,8,False,unknown,1,225 - 250
308,309,341,59752.64,50888.13,RECIFE,15,False,unknown,1,325 - 350
309,310,164,41057.15,28696.57,NATAL,8,False,unknown,1,150 - 175
310,311,198,23132.47,22040.83,SAO LUIS,9,False,meat,1,175 - 200
311,312,169,15188.55,10559.11,RECIFE,7,True,vegetable,1,150 - 175
312,313,243,50875.93,36614.57,RECIFE,15,False,meat,1,225 - 250
313,314,192,14126.32,9619.6,FORTALEZA,3,False,unknown,1,175 - 200
314,315,206,76106.8,52498.75,RECIFE,15,True,unknown,1,200 - 225
315,316,181,34686.52,33393.07,FORTALEZA,13,False,meat,1,175 - 200
316,317,199,24811.98,16741.71,SAO LUIS,7,False,meat,1,175 - 200
317,318,133,8351.58,8007.27,SAO LUIS,5,False,vegetable,1,125 - 150
318,319,177,23872.4,17715.65,SAO LUIS,7,False,meat,1,175 - 200
319,320,166,7818.63,20105.699999999997,SAO LUIS,5,True,vegetable,1,150 - 175
320,321,175,16598.4,14214.57,FORTALEZA,4,True,unknown,1,175 - 200
321,322,168,12121.25,10354.79,SAO LUIS,7,False,vegetable,1,150 - 175
322,323,162,32677.52,23201.95,SAO LUIS,9,False,meat,1,150 - 175
323,324,207,40752.5,32383.46,NATAL,13,False,meat,1,200 - 225
324,325,139,16725.1,13979.26,NATAL,4,False,unknown,1,125 - 150
325,326,229,30240.58,27420.94,RECIFE,11,False,meat,1,225 - 250
326,327,231,36966.69,24699.71,NATAL,10,False,meat,1,225 - 250
327,328,174,34898.74,30928.03,NATAL,12,False,meat,1,150 - 175
328,329,164,26966.39,26654.64,SAO LUIS,8,False,unknown,1,150 - 175
329,330,187,46063.41,30772.46,FORTALEZA,12,False,meat,1,175 - 200
330,331,231,14508.05,12023.87,SAO LUIS,5,False,meat,1,225 - 250
331,332,262,43659.74,34260.85,RECIFE,10,False,unknown,1,250 - 275
332,333,232,26612.07,18760.87,RECIFE,13,False,vegetable,1,225 - 250
333,334,134,9645.07,8324.35,NATAL,2,False,unknown,1,125 - 150
334,335,180,35058.43,23857.67,RECIFE,7,True,unknown,1,175 - 200
335,336,172,26641.48,20696.81,SAO LUIS,8,False,meat,1,150 - 175
336,337,119,10049.39,9196.3,NATAL,4,False,meat,1,100 - 125
337,338,180,18945.03,13999.6,RECIFE,9,True,vegetable,1,175 - 200
338,339,186,37236.74,28684.87,RECIFE,11,True,meat,1,175 - 200
339,340,211,43752.01,30336.03,RECIFE,12,False,meat,1,200 - 225
340,341,180,46166.13,37359.58,NATAL,11,True,unknown,1,175 - 200
341,342,178,40551.05,31544.91,RECIFE,9,True,unknown,1,175 - 200
342,343,160,11796.77,9718.7,RECIFE,4,False,meat,1,150 - 175
343,344,162,13163.47,10315.76,RECIFE,3,False,unknown,1,150 - 175
344,345,143,15580.08,12183.84,FORTALEZA,3,False,unknown,1,125 - 150
345,346,148,12345.29,12273.38,SAO LUIS,4,False,unknown,1,125 - 150
346,347,275,61209.44,49565.68,SAO LUIS,14,False,unknown,1,275 - 300
347,348,182,25154.55,23542.58,NATAL,9,False,meat,1,175 - 200
348,349,177,36698.38,30961.12,RECIFE,12,True,meat,1,175 - 200
349,350,143,5256.65,4862.73,RECIFE,2,False,meat,1,125 - 150
350,351,183,20231.62,15189.17,SAO LUIS,10,True,vegetable,1,175 - 200
351,352,110,9917.27,8065.72,NATAL,2,False,unknown,1,100 - 125
352,353,142,6878.71,6275.04,NATAL,3,False,meat,1,125 - 150
353,354,166,20690.88,15063.17,RECIFE,6,False,meat,1,150 - 175
354,355,167,46269.8,32128.11,RECIFE,13,False,meat,1,150 - 175
355,356,160,13061.86,11392.04,NATAL,3,False,unknown,1,150 - 175
356,357,76,1637.94,1547.96,FORTALEZA,1,False,vegetable,1,
357,358,187,20499.61,18996.99,RECIFE,8,False,meat,1,175 - 200
358,359,198,29661.41,23371.95,RECIFE,9,False,meat,1,175 - 200
359,360,240,61454.11,42884.8,RECIFE,12,False,unknown,1,225 - 250
360,361,222,34775.86,27833.73,FORTALEZA,11,False,meat,1,200 - 225
361,362,231,24259.97,16474.34,RECIFE,5,False,unknown,1,225 - 250
